"X0","X1","X2","X3"
1.2965481183798444e+00,8.1485139380004901e-01,-1.3035419573706908e+00,-8.7751067739649624e-01
-1.1568207708128411e-01,3.4387684896023563e-01,9.2547380219862430e-01,-2.0183275071720947e+00
-3.2194456388551290e-01,-6.5174528980479740e-01,6.6394383447125693e-01,7.1979320540882763e-01
-1.4641567868544734e+00,-1.3608730955090318e+00,-1.3846123115229950e-01,-4.7609578491706234e-01
8.0579680198882653e-01,3.1183561630217610e-01,2.5708941920194717e-01,-5.5946361497410946e-01
6.3619846667663418e-02,-7.0285665216659110e-01,-1.5446845167163679e+00,2.8735115896171648e-01
7.3905833115944564e-01,1.1635956382528274e+00,-4.2423397088921500e-01,1.0760478339740147e+00
2.3083493792479720e-01,-2.3158988928240838e+00,-2.1298168144482496e-01,-7.8399941439817333e-01
-1.5798896180631832e+00,-8.7783269993668644e-02,-1.0253201084623518e+00,1.4703734561699324e+00
3.5059969099597671e-01,1.0007789344467917e-01,-5.5729070991547607e-02,-1.1476490598362564e-01
-3.2828771478215407e-01,-1.0220657583293353e+00,-1.1869005484152739e-01,7.5059284966465878e-01
-2.1368324286145748e-01,-4.5142171977132722e-01,4.4336182404032642e-01,-4.2512408477429720e-01
2.8782309644241566e-01,-1.0444760144703899e-01,-6.6773272545702245e-01,1.2676690306283198e+00
-1.0510072290123780e+00,-4.1468844546143574e-01,-1.9267946388363899e-01,-1.4523472712623922e-01
5.0868344490449613e-01,-7.0182343930865343e-01,6.8481964113749205e-01,-1.1656634767131524e-03
2.4952135105944181e-01,-1.0439422660544000e+00,-6.0679317160111867e-01,4.5652941766473087e-01
-6.3804563060936337e-01,-1.9057674641445213e+00,1.5929519870042699e+00,4.5551409949289806e-01
9.0885202171670385e-02,-7.1757503217653562e-01,8.3506661706832475e-01,-2.9620208987773466e-01
-6.0846288979772678e-01,-4.6229173731160972e-01,2.8370638042162527e-01,-1.3498859464003818e+00
-8.0554032228729155e-01,-1.1395407938060138e+00,-1.3203821096471542e+00,3.1513415144041259e+00
-3.6790085348134091e-02,8.0199337983608154e-01,1.0621778581544662e-01,1.9758565083689485e-02
9.1770189724674989e-01,-1.7577486036222656e-01,-6.0660954245981469e-01,9.6952774348332549e-03
1.5854641531379305e+00,-4.8118179010349921e-01,4.6506595619761154e-01,1.4220779559669416e+00
1.1564914265234902e+00,1.5119469970547030e+00,3.7778962598329729e-01,1.1990284511534701e+00
-1.2966356694471242e+00,-2.3367320255200195e+00,-6.7680636654916193e-01,-6.0985295171338116e-01
-4.4550871738826009e-01,1.0458571042981881e+00,-8.9451281034892394e-01,5.7842907863672544e-01
1.8573431264966807e+00,8.7013212292115005e-02,1.7460486115121035e-02,-7.9536133021084399e-01
7.3641487274020212e-01,-6.9650045193844112e-01,1.3348448337803540e+00,-1.6449562729242142e+00
2.3577414196465494e+00,1.6549037593829601e+00,-1.3262914639880132e+00,-2.6783756655089602e-01
1.5235936386885853e+00,4.3480918020923909e-02,-1.2739604168575533e-01,1.2807645244888702e-01
-6.4038717921000010e-01,5.6042726865569426e-01,-1.3548735059335488e+00,1.0346815326492629e+00
1.3144937352276858e+00,2.9909816699080771e-03,1.5143137983568074e+00,5.0310372267607750e-01
-1.4631351042170628e+00,-2.7520102109657263e-01,-8.3781067654620967e-01,1.0409868869917578e+00
-1.2284690518410575e+00,7.3475828306055391e-01,9.3445788411549602e-01,6.5104309669657512e-01
-1.4727782088785939e+00,6.0558688929962157e-01,1.1621996862750212e+00,-1.3233307752149504e-01
9.5815244284480705e-01,1.2482721143127451e+00,-4.8312005052535113e-02,2.5620993419626350e+00
2.2862836335896066e+00,3.2619745765581204e-01,3.7102007488595495e-01,-2.3298746313795266e-01
-2.5260259694373315e+00,-5.1141381170712985e-02,-3.9823796117660770e-01,-8.7462806890405320e-01
-1.1133106012858143e-01,1.4294082717158552e+00,5.6196108164900505e-01,-2.1809418768608588e+00
-5.5617133207688363e-01,-9.0235938010223105e-01,-1.4424515113183827e+00,-5.1618074449401607e-01
1.2153060856981657e+00,-1.0515243212101177e+00,2.8495318243696834e+00,-7.4413832165616822e-01
8.2708331625577794e-02,-4.1058858440131424e-01,1.5185962080998654e+00,-5.1152957730320314e-01
2.4314052016449175e-01,1.1430287805964896e+00,-3.5885987024141813e-01,-1.5063786836123760e+00
7.2761675406701476e-01,-7.3962745868335400e-01,-1.1170475441621466e+00,7.4455389004375261e-01
1.0048961420528171e+00,-4.3063556598500025e-01,1.1610771098013124e+00,-3.2023565242425964e+00
1.5749147755466877e-01,-8.2932662718018213e-01,4.2197506338315482e-01,5.6004353757373204e-01
-1.3835977721210304e+00,-6.9459689074336783e-01,1.6407156898384145e+00,-8.8535274096518513e-02
-2.0263358248907699e+00,-4.8341129148361223e-01,-3.8465981934357124e-01,9.5182691586309709e-01
-9.5648578468148482e-01,2.4024351501887553e-01,-1.6223492015769909e+00,6.5098945911865391e-01
1.0541489320699855e+00,-4.3070705147745952e-01,-9.1853671233303208e-02,1.1572783411525367e+00
-8.9939619704269469e-01,7.6270188492529645e-01,-8.3999494334518046e-02,1.0087395658084242e+00
-1.2168879697255419e+00,8.6491004340408217e-01,-2.6404723225781318e-01,-8.3956034096318843e-01
1.1075892500300364e+00,2.0487468476847881e+00,1.0035448235448270e+00,-7.7597800507449716e-02
9.8572750105716089e-01,2.4615487859055580e+00,1.2205140558139137e-01,-1.0819330996461272e+00
-1.1764747362778516e+00,-3.0970458586682015e-02,-1.6975527642999946e+00,9.6627617134249744e-01
2.8282835439281712e-01,-2.3567639397068341e-01,-1.6701169351693508e+00,-9.5062343270329741e-01
8.0915628198710154e-01,4.0352538075332967e-01,1.1459213021567907e+00,-3.6574048626308581e-01
1.0568426122396823e+00,-7.0664398752694668e-01,4.5613462263134541e-01,7.1814645450821935e-01
-1.4256416579703515e+00,-3.9897435191613562e-01,4.8934012574989261e-01,-3.8027628671326585e-01
1.2121644177842057e+00,-3.3149134065058400e-01,-7.3361430080010148e-01,5.5020260888536632e-01
9.6195217958405976e-01,5.8154980292994374e-01,3.8723884535577779e-01,-1.8103202325827239e-02
5.5013527216511360e-01,7.2342667071028011e-01,-8.3940559283525853e-02,1.5904597442092760e+00
-4.7567403811387193e-01,-1.1082408847027753e-01,1.1471138735367727e+00,-1.7085478581473403e+00
3.1304959551731584e-02,1.6938908958209580e+00,-5.0316369887491708e-01,8.8816124741417191e-01
1.3890013715750675e+00,-7.1955611315448398e-01,2.0021413372445966e+00,-9.1395906224475043e-01
-9.0413914241362336e-01,-8.3119829892288721e-01,1.4373584492931715e+00,6.1328954092899979e-01
1.9400579559503037e-01,-1.3588884621525299e+00,1.0958090630323603e+00,-7.8915589084850613e-01
-3.8484822996174639e-01,7.4106386599206253e-01,-7.4333314863445765e-01,2.0160172827999667e-01
-1.2787670406529767e+00,2.8128200994846125e-01,1.1898663251897794e+00,-2.6795548637364641e-01
-6.4426217845229339e-02,2.8231649700859418e-01,6.8581830069218397e-01,-1.3511200029042167e+00
1.7223523705728841e-01,6.1485288821689343e-01,8.4600355930502458e-01,-6.6371124837110584e-01
-1.3111863248834099e+00,-1.4466320212392971e+00,1.4439518307518309e+00,-4.6404513776461254e-01
9.4979099070153605e-01,1.6531688876502608e+00,-3.9645118670753571e-01,-1.0151327871063132e-01
-1.0434823570552376e+00,-1.1703297686851140e+00,6.5190500707070081e-02,-3.1381978850107850e-01
1.7299003794440475e+00,1.0745762963135170e+00,-7.6847684476424183e-01,-3.5521156145620369e-01
-1.0926971340998635e+00,1.8885002681835599e+00,-2.3469670163385339e+00,3.9964007150185904e-01
5.6444324421549075e-01,2.4096863458974876e-01,-2.4926284396592688e-01,2.7391876232948414e-01
2.3407278998526082e-01,1.9230311292768054e-01,-1.0317273136598659e+00,-1.3819105556976607e+00
1.1084058162306212e+00,3.4703328675336947e-01,2.2428214841000376e+00,-1.3765792480390975e+00
1.4240056696912246e-01,9.8097380413124713e-02,2.6819736031019376e-01,1.0355656362515107e+00
3.7662131196028104e-01,3.0877893833648873e-01,9.4952850518067289e-01,8.6411783624210425e-01
-2.7394209542295900e-01,1.1701670460240411e-01,-1.2269028168908767e+00,-3.7221273956261641e-01
-1.1771889717881123e+00,9.5161594714905351e-01,-6.4047569169320562e-01,1.5317202591232237e-01
1.2591577452144618e+00,-1.1747884075152080e+00,-1.0190873862319461e+00,1.7181880592347363e+00
-1.2577466240118965e-01,4.3565515301298201e-02,9.0362635997882323e-01,-5.5193020997434250e-01
-4.1113562714742630e-01,1.5339068565557596e+00,-2.6135613425261295e+00,2.6522317282770314e-01
-3.4997200458327565e-01,2.6425080299714382e-01,9.0970440773680949e-01,-1.7064123874501704e+00
1.5124658337010299e+00,1.2000239917734357e+00,9.2784369067518441e-02,4.5093714794831957e-01
-2.0783183411019359e+00,-9.3212233634454633e-01,-2.5378406248185026e-01,1.4483526667527504e+00
-1.2396264743498342e+00,-5.9445530172309391e-01,1.2041863359874463e+00,6.4785316232380552e-01
2.7387126690788728e+00,1.1573992940317452e+00,1.0924939640724460e+00,3.9614553851383633e-01
-1.7362582947643903e+00,1.2904127757328459e+00,2.5330012512288741e-01,-6.6643142858176685e-01
7.3602452343744951e-01,2.6985351494601129e-03,1.0736320206709905e-01,2.4940682243779502e-01
1.4543583336418133e+00,-4.3932009202753525e-01,3.9932974453759956e-01,-2.8358498047918568e-01
-7.3172472228517182e-01,2.5096808978542438e+00,1.3901891589208277e+00,6.3578857156712143e-01
1.0008096374362456e+00,-3.3699271596079883e-03,2.1848792236878473e-01,-3.6009166596001596e-01
-3.2663624489902863e+00,4.2614709178786492e-01,2.7409370353849483e-01,1.2268279152194732e+00
5.2770831820242969e-01,1.8090760082764221e-01,2.3503773135729486e-01,2.4799394778082648e+00
7.1664490479824727e-01,1.8770483864914755e+00,-1.1805892864479561e+00,2.2129734813171442e-01
-4.7568890360354815e-01,-9.7005172056217370e-01,6.5272078426747604e-01,8.5725914194292008e-01
4.1039947304248986e-01,8.7294661605934454e-01,1.0546785141657276e+00,-2.3911468410567855e+00
1.6941069817044083e+00,2.8973824659295810e-01,-1.7405315072449550e+00,-3.7677864610584078e-01
-9.2150516079869005e-01,1.3474108077916718e+00,-4.2911867748590282e-01,6.8769510506498266e-01
1.2635866999436358e+00,-1.1653265248497097e-01,-5.9826600673144070e-01,5.2131122436698640e-01
2.4596160760012148e-01,1.0961299445914270e+00,2.1085426916850325e-01,-6.0431528999381290e-01
-8.8295528097662057e-01,1.6182704821588773e-01,1.0508220675987647e+00,1.0264462599636008e+00
5.3373458857899791e-01,5.3033303514021102e-01,2.7146193919845101e+00,-8.1452432930321006e-02
2.5010388464266806e+00,1.0367263815909777e-01,-1.3335631103352716e-01,9.0677638191278553e-01
7.8787327427657941e-02,-1.7303131346255753e+00,6.2501167543823233e-01,8.5277336166577955e-02
8.8153386465206918e-01,-8.9231280923468093e-01,-6.8471966655973704e-01,5.2537113046464556e-01
7.8726054709431881e-01,9.9093498355233545e-01,-7.4991626968888003e-01,2.5039978076031033e-03
-2.2086141440869023e+00,2.8367663190640435e-02,-1.5557967288168673e+00,3.5293899206503104e-01
6.7943335294051743e-01,6.9870424598226566e-01,1.5009915264648173e+00,3.1048890032210136e-01
-2.9769832709036370e-01,-4.8696568549014807e-01,7.7964464662273525e-01,6.0532019817111515e-01
-2.9798087639942183e-01,7.0319116164226314e-02,2.3201925014479249e-01,-1.9505044034390084e-01
-1.9040055155461999e+00,1.7294724400271233e-01,1.0702405072595207e+00,4.8738181157162791e-01
-6.2938677581522684e-01,-9.2096342838977885e-01,-9.9206085674209243e-02,-9.7565830109279783e-01
-3.8441586770647608e-02,2.7565849849523960e-01,9.5470857308053797e-02,1.3343512869760762e-02
8.3419913524621248e-02,-8.0620949099256611e-01,1.3790611707539951e-02,-1.3488736352347603e+00
8.9407947370777274e-01,-1.7071159566786742e+00,6.1529842620103403e-01,-1.1205933166097035e+00
8.1540183895933838e-01,8.6507340991016868e-01,6.1786639294293899e-01,-6.3257645125369821e-01
-4.9606146926131009e-03,-8.3691783075770942e-01,1.1773631504184598e+00,2.1711806215998775e-03
2.0549459016224505e+00,1.5386365237632287e+00,-1.1679784611562254e+00,1.4751631445534539e+00
2.1948485772711148e+00,4.5719560399780101e-01,-7.3298405849219872e-01,7.2922115688542810e-01
-8.4577970508642819e-01,-6.3481776194139461e-01,-5.2646402513503854e-01,-2.1245252470605147e-01
-3.6498779345780097e-01,4.1546788294060077e-01,6.7210406726379268e-01,-3.3806481525633175e-02
-9.4503388219404894e-01,1.5866501627919349e-01,9.8034987611064980e-02,1.0318297044055074e+00
2.8379905646860770e-01,-4.5506309469020256e-01,9.1020154243221640e-03,-9.1997412468362605e-01
5.8794833890667630e-01,2.2726961855302164e+00,-9.2203741177945531e-01,-1.3135806783504513e+00
2.9132560902379456e-01,-1.3605242755807462e-01,1.4527839338515600e+00,5.6828648726270359e-03
-1.4321194471438665e+00,3.4333305086391658e-01,-4.2933748375104314e-01,1.4095362601078094e+00
-2.2232733900237728e-01,5.9247541501494649e-01,2.3984305560224728e-01,6.2338929159020517e-01
2.8401805624604215e-01,-6.7704247353901043e-02,7.0093207690696202e-01,3.1726802916022612e-01
-2.9911469333090010e-02,1.2707935012412412e+00,8.0028383657104640e-01,-7.8252542809812875e-01
4.2358503700652161e-01,-3.4983832518294555e-01,8.5830725930414009e-01,1.7884797257885571e-01
1.1460261449690365e+00,9.9578669503635808e-01,7.4373572294740409e-01,-1.6780109596956716e+00
2.8972200727525504e-01,-5.3379616986610579e-01,-4.0670241958557318e-01,1.5170387049536280e+00
2.2300908339750661e-01,3.5020162514336450e-01,3.1285453197003804e-01,-3.1212305617450509e-01
-2.3701564600378080e+00,8.0199021928024672e-01,-2.0307076532855181e-01,-1.0177477073810064e+00
1.1333109834614381e+00,9.2895691034377181e-01,1.2135689699065424e+00,9.2662491974183836e-01
-9.9838245300903933e-02,9.1044443875981385e-01,-3.7730724791906400e-01,-1.6432055285183556e+00
5.7491403541033925e-01,2.1630042451659504e-02,2.4769701257836760e-01,6.3598691629424164e-01
-6.9143574730747182e-01,-6.6084572244220408e-01,-1.6607852143733435e+00,2.2384550765948310e+00
8.1755471222061749e-01,3.7536857737588425e-01,-3.5497495358098213e-01,-1.0139200438724425e+00
1.4900484171125037e+00,2.5197745712806302e-01,3.5849835534544816e-01,-1.2363359025893754e-01
-8.9078766231949369e-01,3.6320557525888086e-01,-6.9712020208279346e-01,5.4495424083248256e-02
1.3060509773308235e+00,3.3696113053330107e-01,1.0955039711127887e+00,-1.7207770008507825e-01
-1.5238229150397011e+00,-4.7329959888634748e-01,-1.3303989524735411e+00,2.1634273205720471e+00
-7.6816809676318509e-01,-8.7296187366828926e-01,-7.4908983424300546e-01,-2.0933655595291512e-01
-9.0348574619008337e-01,-3.0294714287418045e-01,7.5855822409646678e-01,-8.5822046182628808e-01
9.2825049502670343e-02,-5.2076117134429500e-01,-7.3876740454626832e-01,1.3842503025999702e+00
-1.2500570691176858e+00,-5.3315571823804997e-01,6.2658521050352312e-01,-8.8263437712166126e-01
-2.8105930325823814e-01,-1.6883420849893647e+00,-1.8955579699817564e+00,9.0397060772093996e-01
8.3660282785171081e-01,1.9247857900943321e-01,3.7340260099627065e-01,1.2193730196063739e+00
1.2698010787845095e+00,-1.1311388754839458e+00,-3.3092700934352209e-01,5.1708886698770240e-01
-5.3847168000267420e-01,-8.9957851189261484e-01,7.8758161710950769e-01,1.1291988381834764e-01
5.8225496415201827e-01,1.7090852396028067e+00,8.4079448852808192e-01,-1.2616355305908162e+00
-1.3395802491795885e+00,1.0609959306742165e+00,-2.9442639196862430e-01,-1.2931643844806897e+00
9.4730127297982181e-01,7.8522264519519680e-01,-8.3452484665988891e-01,-4.2453830428928824e-01
4.8809005597596622e-01,-6.5792785323721659e-01,6.3254270665533185e-01,-2.0663617421509817e+00
2.0711150801310715e-01,-1.9428582153152751e-01,-1.6827856137644539e+00,-2.3860590988917241e-01
-7.0548365836640231e-02,-8.4669871244804995e-01,3.5799645408114444e-01,1.3164573148119783e+00
-6.2979585896231760e-01,-3.1916039196085988e-01,1.3340044942774492e+00,-1.1248447268609991e+00
4.7895673750886492e-01,2.1784558344097249e-01,1.1251571042442050e+00,-1.5952901228797374e+00
1.5345653223591229e+00,1.3769519293120243e+00,5.4843727360229055e-01,5.9893622729255702e-01
-4.4943494165519088e-01,-1.8673845624745891e+00,-7.6573354471500676e-01,-3.8448388027591029e-01
-2.0625192205797263e-01,-7.7633646683940816e-01,9.5288211328323169e-01,-1.0489008829628210e+00
6.0393656294402065e-01,6.9479810188972285e-02,-9.4622447182338654e-01,-2.7271772883634465e-01
-7.4595140072514676e-01,2.9510072742009980e-02,-5.8302114648985237e-01,3.2294818480744281e-01
5.1224874584900926e-01,7.3931526182582064e-01,-4.1251221112468955e-02,-1.5497814400054735e+00
1.6152646954480521e-01,-2.0557382124245455e-01,6.8662948345219477e-01,-5.8611553677304207e-01
2.8518496491767897e-01,-2.5706963574128039e-01,9.5523983947159796e-01,1.2703555249704561e+00
-6.1835996088611414e-02,9.8675891177692621e-01,1.6610415643922862e+00,6.3267208493242588e-01
-8.9279829938065280e-01,3.4063382773574136e-01,-6.5546983456545871e-01,2.3265572795029228e+00
-6.5972588765381701e-02,-2.2680755747968909e-01,-4.9955366302034032e-01,-1.4136237901524988e+00
-1.4896814757609460e+00,-2.2972666356161234e-01,-2.8213824433855015e+00,5.1805075683830748e-01
1.6770266183366658e+00,1.4043464105272863e+00,1.0012764385665223e+00,-4.6125176815928826e-01
1.0516725639847080e+00,-1.4643539280093458e+00,4.1041220949762502e-01,1.2539748975093208e+00
-7.1303635456788353e-03,-6.4495061126488140e-01,3.6154359582530171e-01,-1.6428648642612729e+00
8.8850070716012075e-01,-1.4510635363979851e+00,-6.8043108575480837e-01,-2.7484108901105586e-01
8.5477054786957263e-01,-2.9847394979442088e-01,-6.3787587704459792e-01,-1.9589825268177945e+00
1.5802532336421484e+00,1.7545914564304160e-01,-1.2770233811251779e+00,2.2107208283027271e-01
-1.2102800842010275e+00,2.3406226117636275e-01,-4.1965008022951328e-01,1.8093110488540148e-02
1.3528133212867675e+00,-5.1576982533662885e-02,-6.8391146281693971e-01,-1.0138809944386677e+00
-9.3824687627937564e-01,7.4363436629619017e-01,4.5103890371958655e-01,-2.6824828591892125e-01
1.6662929679396095e+00,2.1161086190279268e+00,-7.2783759654579894e-01,1.4965104253162103e+00
2.4328299777115214e+00,-6.2860127027383172e-01,-9.3792136659704994e-01,1.3158680197240205e+00
-1.3295032811905145e+00,-1.1317544015256567e+00,-6.7155125342425204e-01,1.9268474416541501e+00
7.5871340022937794e-01,5.2556813701817584e-03,7.9331132131686544e-01,-1.8796141533549406e+00
-4.6225854882006717e-01,-1.0877215056531462e+00,-1.8308752001545485e+00,-7.9224924601843538e-01
3.9442577573989218e-01,1.2541861742386592e-01,3.1833394271738402e-01,3.1811330773473034e-01
1.0941962661851288e+00,1.2666621025233733e+00,-3.6227219552201290e-01,4.3564637241073068e-02
-2.3463913535893616e-01,4.0123837417153840e-01,-7.1714955402145619e-02,7.8997523457237956e-02
-2.4949624152337038e-01,7.2491959163537778e-01,-5.0174292423715204e-02,-4.8889545119834854e-01
-5.4085365997848034e-01,-5.9602370342459063e-02,-3.7102868039871659e-02,-2.3624084397479400e-01
-6.1143448520335808e-01,5.2781157307343085e-01,-8.4901984168243738e-01,-8.9000342925623488e-01
-2.3937171617220662e-01,-9.9694807320966028e-01,6.4802561887024490e-01,1.5306132260460681e-02
-7.8680776636412753e-01,-7.1378042736559677e-01,-1.7660687031134828e-01,3.5559358530406437e-01
-5.8932469163417578e-01,-2.2440324392027186e-01,-1.3963467650539914e+00,-1.1186652038856768e+00
1.9156162616007921e+00,-7.6407049197820798e-01,3.6632042617090571e-01,-1.7446632367390741e-01
1.0846569464174098e+00,-5.0323602285721269e-01,1.9663082532488563e-01,-1.7403934809748306e-01
1.1011004107496430e-01,-1.3250011820766801e+00,1.1396582490776418e-01,3.5206159100573697e-01
7.6199865908374342e-01,2.5035387548517902e+00,-1.3760721468424091e+00,-1.8547720520235500e-01
5.9512811279006128e-01,9.6721954365138002e-02,-1.1583528230075730e+00,-1.9461093073583707e-01
1.3974846530326512e+00,-1.0420610931040333e+00,-5.2970462628601322e-01,7.0097058549157809e-01
-9.5397718564857470e-01,-1.7096478765070366e+00,1.2731681411693074e-01,-7.6924215830064235e-01
-1.6959586937138690e-01,9.8958372201541356e-02,4.4394774382810587e-01,-4.4073115501377175e-01
-4.7946345697657050e-01,-3.0583706249630804e-01,-1.4374953521389844e+00,-2.1242996253470248e-01
1.4277666592008187e+00,-1.7066549913892932e+00,-1.0870916519534399e+00,7.8526810362206401e-01
-1.1984308491676807e+00,3.1129030739261793e-01,-5.7179932917982301e-01,1.4832672413507358e-02
-3.2354711712708745e-01,-9.2939771041517782e-01,-8.4953732515548330e-01,6.0610647745685786e-01
7.3627584114207822e-01,1.3043013755193584e+00,-1.1309681978338140e+00,1.3649072810094114e+00
1.5984288045987600e+00,-2.0889474964548177e-01,-5.7363579829743472e-01,9.5056843110834482e-02
5.1793522522165159e-01,6.2380365481585909e-01,3.2864093417065454e-01,2.6716553657673142e-01
1.3174374660288153e+00,4.4745457208964090e-01,9.5628885578184841e-01,6.4891494231774283e-01
-1.9580813946713569e+00,-9.4015554842279947e-01,1.0962118963196266e+00,1.7239485324485238e-01
1.5363400892191301e-01,2.7745802114428866e+00,1.4223375038390120e+00,-7.3336725164493610e-01
5.0321753045964068e-01,-1.7320393005355139e+00,-2.0392201323331693e-01,-6.1439569791607931e-02
1.3928863416800430e+00,8.2383235242193098e-02,-4.6095795552155061e-01,1.5734669193273421e+00
-4.6286286599971987e-01,9.0412915155943974e-01,9.2034246297587097e-01,-1.3795376866244045e+00
7.6490215300922237e-01,5.0460983220723499e-01,-4.8291774811768923e-01,-3.8966757051041817e-01
-8.4462689920973510e-01,5.8822945621773670e-01,3.6271340625145441e-03,-6.4566304706542188e-01
-1.2626238553154778e+00,-1.7625372805817774e+00,3.2843592539664157e-01,-2.3607664954679017e+00
1.0503081408458899e+00,-1.3851473780640127e+00,2.1158436222946006e-01,7.8721845590486828e-01
-6.4082059914478084e-01,1.5871159609524177e+00,6.1396405890582584e-01,-7.1575606196015362e-01
3.8422161450138242e-01,9.8495591626472678e-01,2.6608954442259264e-01,-2.1271440405816872e-01
1.2275487922643611e+00,1.1607801166725993e+00,1.3665269529519339e+00,2.5753730972533834e-01
1.0550624235892905e+00,-6.6333901058042466e-01,-8.1198893648600290e-01,-7.3736601584766204e-01
1.0924985377338641e+00,1.2915014793352819e-01,3.2628876018039049e-01,2.3280045859656390e-01
1.9649371430573781e-01,-4.5732444129480809e-01,4.1401335551281215e-01,1.6151946933090555e-01
7.9202730447640268e-01,-6.5128845848772721e-01,-2.6179064452199097e-01,-5.2109380516519843e-01
4.7375004190463993e-01,1.9595326762324012e+00,-6.3388280435787492e-01,8.9035366437046337e-01
-6.9883646353227891e-01,-4.5875870690164222e-01,1.7097575628397582e-01,-4.8909519907462251e-01
-3.1903235703453786e-01,-1.2116610932399672e+00,-4.9008985494022855e-02,-3.1386370636819477e-01
4.0926710248496040e-01,8.6969616354642654e-01,-2.2629442564926632e+00,1.0123586577525105e+00
-5.9921580394204322e-03,-1.8301943151280208e-02,3.7349529826143546e-01,-6.2913348878786779e-01
-1.0927784870788535e+00,-1.8457592261167155e-01,-1.1195491639254298e+00,-6.3996701475217344e-01
-3.6277053106432100e-01,2.5880643885378207e-01,-1.0346688067665708e+00,-1.4576723725657024e+00
-7.4974727171644684e-01,1.1803747745054294e+00,5.8050669696012036e-01,-6.8447260047363900e-01
